Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Titanium,Chrome plated,26.3,0.873,Anslagslist,0.13009456674942765,low,90153,3.75,small,6.0,3.14,2025-05-14
Brass,Hot-dip galvanized,22.4,1.6,Vinkellist,0.05552708094321829,low,144467,4.09,small,7.0,2.18,2025-06-04
Lead,Blackening,36.6,1.401,Z-profil,0.08649591173600668,low,99659,3.79,micro,9.0,2.97,2025-09-05
Aluminium,Hot-dip galvanized,18.4,1.35,Pärlspont,0.163557912525061,medium,104688,2.59,micro,2.0,2.88,2025-05-20
Copper,Wet painted,37.8,1.406,Skenprofil,0.10031165336433186,low,110908,3.5,micro,6.0,2.77,2025-11-14
Copper,Wet painted,23.0,1.625,Ytterram,0.08346075880132144,low,108969,3.66,micro,4.0,2.81,2025-06-25
Iron,Powder coated,36.3,1.372,Droppnäsa,0.09599836796058336,low,47411,3.86,medium,3.0,3.9,2025-11-19
Brass,Hot-dip galvanized,29.7,1.366,Spröjsprofil,0.11304629675326319,medium,64612,2.64,medium,12.0,3.59,2025-06-23
Zinc,Plasma sprayed,34.9,1.74,Foglist,0.11387369606645176,low,56461,3.31,micro,,3.74,2025-03-15
Brass,Plasma sprayed,38.5,1.526,Avvattningsprofil,0.16470968236608086,medium,151220,3.4,large,8.0,2.06,2025-12-17
Lead,Powder coated,22.4,1.24,Vinkellist,0.16687290961194173,low,137123,2.82,micro,11.0,2.31,2025-05-23
Titanium,Blackening,38.0,1.482,Avvattningsprofil,0.1078896723671903,low,157314,3.06,large,8.0,1.95,2025-10-19
Copper,Plasma sprayed,24.7,1.192,Ändprofil,0.1683738426190333,low,99613,3.25,small,6.0,2.97,2025-04-22
Titanium,Phosphated,24.6,1.046,Skarvprofil,0.06382066871795308,medium,82674,3.87,medium,10.0,3.27,2025-07-25
Titanium,Anodized,23.6,1.381,Rörprofil,0.07290384194474898,medium,56314,4.03,medium,6.0,3.74,2025-05-11
Titanium,Powder coated,28.3,1.683,Anslagslist,0.17746808686913718,low,112608,3.55,large,3.0,2.74,2025-04-20
Copper,Powder coated,19.3,1.683,Karmprofil,0.1032306580172196,high,78689,3.18,micro,4.0,3.34,2025-03-08
Tin,Electroplated,28.5,1.149,Baslister,0.1889293373911621,high,142463,2.95,medium,5.0,2.21,2025-03-27
Nickel,Polished,28.3,1.318,Fönsterbleck,0.10756539606798558,medium,50461,4.11,large,6.0,3.84,2025-10-02
Lead,Polished,33.4,1.03,U-profil,0.16761809556366047,low,140100,4.11,small,4.0,2.26,2025-08-15
Tin,Phosphated,35.0,1.744,Fönsterbleck,0.11395462597738713,high,39790,4.02,small,8.0,4.03,2025-11-21
Lead,Hot-dip galvanized,25.9,1.731,Karmprofil,0.10361488645590686,low,151847,3.8,medium,6.0,2.05,2025-01-10
Aluminium,Wet painted,22.7,1.429,Skarvprofil,0.11299773442292144,medium,139497,3.07,micro,6.0,2.27,2025-12-21
Brass,Wet painted,21.7,1.57,Kilspår,0.14732076113636153,medium,56802,3.85,large,7.0,3.73,2025-10-15
Brass,Brushed,20.2,1.489,Fönsterbleck,0.141042144936075,low,68057,3.2,medium,8.0,3.53,2025-04-22
Steel,Phosphated,17.1,1.377,Kopplingsprofil,0.19082055278020169,low,73411,3.07,small,11.0,3.44,2025-01-24
Brass,Powder coated,23.7,0.886,H-profil,0.0821306845528413,high,130573,3.73,micro,11.0,2.43,2025-10-18
Copper,Phosphated,22.0,1.251,F-profil,0.07556253612238222,high,115545,2.68,large,9.0,2.69,2025-12-05
Zinc,Phosphated,38.1,1.452,Doldbeslag,0.12132822657543453,medium,90945,2.63,medium,10.0,3.13,2025-11-22
Iron,Phosphated,28.6,1.454,Fönsterbleck,0.1483931736102749,high,142518,3.26,large,12.0,2.21,2025-06-17
Steel,Polished,23.8,1.177,Pärlspont,0.18587662854271778,medium,91355,3.26,micro,5.0,3.12,2025-04-19
Iron,Phosphated,29.2,1.695,Avvattningsprofil,0.10738315981599639,medium,152115,3.97,micro,6.0,2.04,2025-07-09
Lead,Blackening,18.9,0.99,Korsprofil,0.1368472965542637,medium,41298,2.75,small,6.0,4.0,2025-12-21
Iron,Anodized,26.0,1.293,Täckprofil,0.09858800643793922,medium,61206,2.75,micro,9.0,3.65,2025-07-15
Iron,Wet painted,30.2,1.466,Isolerprofil,0.1362205892847842,medium,133326,2.78,medium,,2.38,2025-02-02
Steel,Brushed,27.0,1.472,H-profil,0.183400655487954,low,102492,2.6,large,8.0,2.92,2025-07-24
Aluminium,Anodized,25.0,1.428,Doldbeslag,0.07873774693837766,medium,82777,2.66,micro,6.0,3.27,2025-11-08
Titanium,Brushed,38.7,1.088,Kilspår,0.11087907111109793,medium,69201,3.6,micro,4.0,3.51,2025-07-01
Brass,Electroplated,36.1,0.98,Fönsterbåge,0.17826540220653872,medium,123571,3.24,medium,2.0,2.55,2025-05-27
Brass,Brushed,30.2,1.416,Kantprofil,0.17653771218196115,low,84321,3.76,large,12.0,3.24,2025-09-25
Copper,Wet painted,28.9,1.383,Droppnäsa,0.13366229925724116,medium,61392,4.13,large,10.0,3.65,2025-01-11
Steel,Wet painted,30.1,1.001,Glasningslist,0.11577051410828988,high,33542,3.6,small,6.0,4.14,2025-03-11
Copper,Phosphated,20.4,1.479,Skarvprofil,0.09617153077909321,low,139143,2.63,small,10.0,2.27,2025-09-13
Zinc,Chrome plated,24.9,1.252,Skenprofil,0.13031406450890676,medium,34131,2.72,large,11.0,4.13,2025-08-07
Zinc,Electroplated,16.6,1.445,J-profil,0.18057474677942997,low,83021,3.95,medium,5.0,3.27,2025-10-24
Copper,Blackening,26.7,1.6,Skarvprofil,0.15629363380519276,high,60811,3.39,medium,,3.66,2025-12-28
Steel,Powder coated,28.3,0.992,Baslister,0.09931218227573223,medium,105082,3.86,small,5.0,2.88,2025-09-16
Copper,Plasma sprayed,21.0,0.855,Anslagslist,0.09462943768487242,low,129303,3.91,micro,3.0,2.45,2025-01-03
Brass,Brushed,38.0,1.547,Kilspår,0.10765565618395459,low,50602,4.03,medium,2.0,3.84,2025-03-25
Tin,Chrome plated,36.8,1.393,Glashållare,0.07287678870886975,medium,87868,4.06,micro,9.0,3.18,2025-06-05
Nickel,Phosphated,32.4,1.474,Doldbeslag,0.06416331418233252,low,35532,3.43,medium,5.0,4.11,2025-05-31
Iron,Polished,28.1,1.601,Isolerprofil,0.11021355130519789,medium,134362,3.09,large,6.0,2.36,2025-06-25
Nickel,Powder coated,35.9,1.568,Skarvprofil,0.06707952343531853,low,136601,4.08,small,7.0,2.32,2025-07-14
Steel,Hot-dip galvanized,18.7,1.712,Stödprofil,0.07527535118826523,high,83807,3.42,micro,9.0,3.25,2025-04-17
Nickel,Chrome plated,34.0,1.325,Foglist,0.13446470408411937,low,156577,2.65,micro,12.0,1.97,2025-05-14
Zinc,Polished,18.6,1.282,H-profil,0.07163652489838479,low,108808,3.57,large,9.0,2.81,2025-10-03
Lead,Electroplated,34.1,1.203,Ramlist,0.061432916003299615,medium,145972,3.48,medium,8.0,2.15,2025-12-18
Iron,Phosphated,22.1,0.977,Clipsprofil,0.10282797721952021,low,132428,3.97,micro,5.0,2.39,2025-06-04
Titanium,Powder coated,36.0,1.359,Spröjsprofil,0.07282114721095609,medium,42983,3.59,medium,7.0,3.97,2025-10-04
Steel,Powder coated,37.6,1.09,Dekorlist,0.1173074899055389,high,55964,3.1,large,5.0,3.74,2025-08-24
Iron,Powder coated,19.2,1.676,Ytterram,0.05933059510551609,medium,134664,4.09,small,8.0,2.35,2025-08-28
Nickel,Electroplated,26.4,1.368,Clipsprofil,0.1647582825450112,medium,152312,3.82,micro,12.0,2.04,2025-01-13
Zinc,Brushed,38.4,1.377,Ventilationslister,0.1753152455838474,low,65472,3.55,medium,2.0,3.58,2025-12-08
Aluminium,Hot-dip galvanized,26.9,1.16,Fönsterbåge,0.15967165361212426,high,115941,3.02,micro,6.0,2.68,2025-02-04
Tin,Blackening,35.7,0.885,Doldbeslag,0.12318450310310079,medium,96640,3.14,medium,11.0,3.03,2025-02-16
Titanium,Electroplated,29.4,0.866,U-profil,0.17149901372740517,low,119536,3.62,medium,11.0,2.62,2025-08-02
Tin,Plasma sprayed,24.4,1.223,Isolerprofil,0.15898937267656857,low,43317,2.66,medium,5.0,3.97,2025-05-26
Iron,Hot-dip galvanized,22.3,0.914,Glasningslist,0.05408118072230557,medium,68913,2.96,large,12.0,3.52,2025-06-08
Zinc,Wet painted,20.4,1.39,Skarvprofil,0.09915835811116668,low,118430,3.69,small,8.0,2.64,2025-05-05
Zinc,Phosphated,33.4,1.64,Ramlist,0.1742421505796752,medium,109220,3.31,micro,10.0,2.8,2025-04-20
Nickel,Electroplated,24.7,1.641,Skruvkanal,0.0970821039173501,medium,62648,3.19,small,6.0,3.63,2025-02-06
Brass,Polished,27.6,1.437,F-profil,0.05195686109694879,medium,48748,2.79,medium,5.0,3.87,2025-10-04
Nickel,Hot-dip galvanized,27.1,1.03,J-profil,0.15966869167556766,high,41791,3.25,medium,10.0,4.0,2025-01-14
Brass,Plasma sprayed,29.1,1.623,Distansprofil,0.1640846864876691,medium,110948,3.78,small,6.0,2.77,2025-12-13
Brass,Wet painted,35.8,1.644,Glashållare,0.07712748666774111,low,153370,2.97,small,10.0,2.02,2025-08-20
Titanium,Brushed,38.4,1.016,Z-profil,0.13553421478041627,medium,128857,2.56,micro,9.0,2.46,2025-11-12
Nickel,Polished,25.2,1.509,Hakprofil,0.07735342619808458,low,91059,3.61,medium,5.0,3.12,2025-05-04
Aluminium,Hot-dip galvanized,34.9,1.098,Foglist,0.15246386198799022,high,76853,4.1,small,12.0,3.38,2025-10-06
Copper,Phosphated,33.4,1.568,Isolerprofil,0.08863937887830167,high,33268,3.51,large,12.0,4.15,2025-04-21
Copper,Polished,29.0,1.745,H-profil,0.09354487601141889,high,32668,2.74,medium,8.0,4.16,2025-05-04
Nickel,Wet painted,37.9,0.865,Glasningslist,0.17161345484499005,high,106260,3.06,medium,6.0,2.86,2025-01-30
Nickel,Polished,20.4,1.655,Mittpost,0.12792743679089802,low,67310,3.93,micro,11.0,3.54,2025-04-25
Tin,Anodized,18.3,1.404,Glaskil,0.15842044827237028,medium,86454,2.92,large,5.0,3.21,2025-03-31
Titanium,Blackening,35.5,1.724,Distansprofil,0.11412652389759034,low,68151,3.52,micro,6.0,3.53,2025-07-31
Nickel,Chrome plated,25.9,1.261,Fönsterbåge,0.10314159809663692,medium,155061,3.19,large,6.0,1.99,2025-02-07
Tin,Brushed,35.3,1.609,Ventilationslister,0.13084917774804872,low,57796,2.88,micro,12.0,3.71,2025-03-24
Brass,Wet painted,36.4,0.894,Isolerprofil,0.07041391606388969,high,155868,3.84,large,10.0,1.98,2025-01-27
Zinc,Blackening,17.2,1.143,Baslister,0.10251953212810032,high,159452,3.73,large,10.0,1.91,2025-08-05
Zinc,Blackening,36.2,0.898,Kopplingsprofil,0.0815078175575585,medium,63236,3.6,large,7.0,3.62,2025-12-26
Brass,Polished,26.1,1.726,J-profil,0.1499616017004898,medium,111158,2.93,small,5.0,2.77,2025-08-03
Steel,Chrome plated,27.5,1.581,Karmprofil,0.18283014345095214,low,99305,2.71,medium,3.0,2.98,2025-08-09
Tin,Blackening,30.2,5.173416,Bottenlist,0.19680147442109028,medium,69793,3.47,large,4.0,3.5,2025-01-15
Tin,Chrome plated,37.2,1.692,Droppnäsa,0.12376787405751076,low,102095,3.43,small,3.0,2.93,2025-09-16
Brass,Polished,16.2,0.915,Fönsterbåge,0.09144937163472444,medium,68690,2.85,small,6.0,3.52,2025-09-23
Aluminium,Phosphated,26.8,1.188,U-profil,0.1151265557106116,medium,42592,2.64,micro,7.0,3.98,2025-04-30
Lead,Anodized,31.6,0.902,Kopplingsprofil,0.17491279578111796,medium,124677,2.68,medium,12.0,2.53,2025-05-08
