Alloy,Finish,Length,Weight,Tolerances,GD_T,Order_Quantity,LME_price,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date,Profile_Name,Profile_Complexity,Manufacturing_Difficulty,LME_MA_7,LME_Lag_1
3.0,2.0,29.8,1.609,0.062,1.0,82687,2.83,0.0,10.0,3.41,2025-09-02,3.1074473460558387,1.4861949646603196,2,3.582857142857143,4.07
0.0,4.0,32.8,1.715,0.099,1.0,139861,3.05,3.0,2.0,2.08,2025-09-02,3.0820983132609805,0.7330466030368392,1,3.632857142857144,2.83
3.0,1.0,26.1,1.74,0.191,0.0,97124,4.02,2.0,5.0,2.81,2025-09-03,3.013266410547321,1.201329542845338,2,3.617142857142858,3.05
4.0,3.0,25.2,1.11,0.11,1.0,97294,3.25,3.0,2.0,3.18,2025-09-03,3.0820983132609805,1.9129435845660965,3,3.602857142857143,4.02
4.0,0.0,19.9,1.273,0.058,2.0,106623,3.58,3.0,4.0,2.55,2025-09-04,3.013513887499976,1.957035428629971,1,3.5271428571428567,3.25
1.0,4.0,25.9,1.395,0.087,0.0,52250,3.57,0.0,11.0,3.94,2025-09-06,3.0280315598013106,0.5564791345591766,3,3.481428571428572,3.58
5.0,4.0,36.0,0.839,0.187,0.0,108748,2.83,2.0,9.0,2.78,2025-09-06,2.9637103005195686,0.6374735288212299,2,3.3042857142857143,3.57
0.0,6.0,35.3,1.4925000000000002,0.087,2.0,105613,2.99,0.0,4.0,2.77,2025-09-07,3.0820983132609805,0.5079484523676234,1,3.327142857142857,2.83
2.0,3.0,26.4,0.873,0.091,2.0,107661,3.03,0.0,3.0,2.99,2025-09-07,3.0154098177212205,0.596248266441548,3,3.3242857142857143,2.99
2.0,7.0,37.5,0.86,0.152,2.0,68191,4.04,0.0,11.0,3.65,2025-09-07,3.2014768663798443,1.2723301777695433,1,3.327142857142857,3.03
3.0,3.0,23.2,1.71,0.075,2.0,63662,3.98,2.0,6.85,3.53,2025-09-07,3.1466564880282992,1.5919702749833484,2,3.4314285714285715,4.04
0.0,7.0,33.6,1.698,0.085,2.0,158242,2.82,0.0,11.0,2.02,2025-09-07,3.037531183193787,1.068231733629385,3,3.322857142857143,3.98
2.0,2.0,30.4,0.93,0.056,0.0,51033,3.04,2.0,4.0,3.69,2025-09-07,2.9604674090272924,1.6268737697762057,2,3.2471428571428573,2.82
2.0,7.0,20.7,1.451,0.058,1.0,48033,3.32,0.0,8.0,4.09,2025-09-08,3.0280315598013106,1.6286866109607439,3,3.317142857142857,3.04
1.0,6.0,35.6,0.9,0.099,2.0,69201,3.7,3.0,5.0,3.66,2025-09-08,3.021062726997556,1.2294763830003272,1,3.4185714285714286,3.32
5.0,0.0,38.5,0.978,0.157,0.0,159473,3.93,0.0,3.0,2.01,2025-09-08,3.013513887499976,1.7406061293507338,3,3.5471428571428567,3.7
0.0,0.0,33.4,1.205,0.117,2.0,90005,2.73,1.0,10.0,3.25,2025-09-08,3.013513887499976,1.5076270898875188,3,3.36,3.93
1.0,5.0,26.7,1.389,0.093,2.0,113003,2.57,2.0,8.0,2.41,2025-09-08,3.012490712924881,1.9691400898074427,2,3.1585714285714284,2.73
5.0,0.0,26.0,1.596,0.145,1.0,135313,2.78,0.0,8.0,2.5,2025-09-09,3.020723950915925,0.6407130743432949,3,3.152857142857143,2.57
0.0,0.0,20.4,1.309,0.179,2.0,116927,3.64,1.0,5.0,2.68,2025-09-09,2.994224845840621,1.5687700122290935,3,3.238571428571429,2.78
5.0,0.0,24.9,1.394,0.192,1.0,121426,2.86,1.0,4.0,2.58,2025-09-09,3.2014768663798443,1.9856484535841097,3,3.172857142857143,3.64
1.0,2.0,19.0,1.713,0.054,1.0,92577,3.54,2.0,2.0,3.39,2025-09-09,3.021062726997556,1.7175484070549998,2,3.15,2.86
1.0,7.0,22.7,1.548,0.199,2.0,129181,2.85,2.0,2.0,2.38,2025-09-10,3.2014768663798443,0.5355654141256933,3,2.9957142857142856,3.54
4.0,0.0,25.7,1.358,0.082,0.0,149778,3.85,1.0,4.0,2.0,2025-09-10,3.014675390930565,1.5664019641113962,3,3.1557142857142857,2.85
0.0,4.0,31.7,0.877,0.177,2.0,53359,2.87,1.0,3.0,3.53,2025-09-10,3.09652277694896,0.703993117147214,3,3.198571428571429,3.85
4.0,6.0,34.7,1.729,0.104,2.0,107945,3.48,2.0,7.0,2.9,2025-09-10,3.062259065444224,0.5639669083440166,3,3.2985714285714285,2.87
4.0,7.0,26.1,1.588,0.141,1.0,121947,3.6,3.0,12.0,2.43,2025-09-11,3.0962788541735726,1.1314716498102524,3,3.292857142857143,3.48
0.0,1.0,33.3,1.3755000000000002,0.098,1.0,71943,3.72,0.0,12.0,3.84,2025-09-11,3.0820983132609805,1.900359232163774,2,3.415714285714286,3.6
2.0,7.0,34.6,1.152,0.051,1.0,100953,2.83,2.0,10.0,2.61,2025-09-11,3.0582575898647795,0.7686909079833318,3,3.314285714285714,3.72
4.0,4.0,15.9,1.453,0.077,1.0,58805,2.74,3.0,2.0,4.08,2025-09-11,3.013513887499976,0.9460170420952592,2,3.298571428571429,2.83
0.0,6.0,28.3,1.704,0.106,0.0,91001,3.92,2.0,5.0,3.1,2025-09-11,3.026463940914762,1.166092019242877,2,3.3085714285714287,2.74
2.0,4.0,33.8,1.231,0.096,1.0,81552,2.65,2.0,8.0,3.32,2025-09-12,3.020723950915925,1.083502114872021,1,3.277142857142857,3.92
4.0,7.0,21.8,1.174,0.198,0.0,65305,3.26,2.0,10.0,3.53,2025-09-12,3.020723950915925,1.6674579329517127,1,3.2457142857142856,2.65
1.0,7.0,31.4,1.408,0.178,0.0,58872,2.58,3.0,7.0,3.66,2025-09-12,3.0582575898647795,1.0176465404197788,2,3.1000000000000005,3.26
3.0,1.0,18.8,0.895,0.185,0.0,124809,3.61,3.0,2.0,2.51,2025-09-12,3.09652277694896,1.6644800942017224,3,3.084285714285714,2.58
2.0,5.0,16.8,1.021,0.142,2.0,92531,3.13,1.0,7.0,3.18,2025-09-12,2.9937236900826454,1.7241840207386439,3,3.127142857142857,3.61
4.0,7.0,15.9,1.299,0.18,1.0,118484,3.91,1.0,9.0,2.79,2025-09-13,3.012852579287133,0.5771385029050847,3,3.294285714285714,3.13
4.0,7.0,25.7,0.848,0.192,2.0,72132,3.84,2.0,10.0,3.59,2025-09-13,2.8482505569999232,1.865766702388982,1,3.282857142857143,3.91
2.0,3.0,26.4,0.902,0.187,1.0,33511,3.17,1.0,9.0,4.05,2025-09-13,3.0154098177212205,1.3192394791399344,2,3.357142857142857,3.84
4.0,5.0,27.5,0.952,0.135,2.0,132768,2.6,0.0,2.0,2.32,2025-09-13,2.937517715389649,1.6330292989271684,2,3.262857142857143,3.17
0.0,2.0,22.9,1.188,0.171,0.0,144257,3.9,1.0,2.0,2.27,2025-09-13,3.013266410547321,1.2333652176247472,1,3.451428571428571,2.6
5.0,1.0,24.5,1.425,0.103,1.0,122043,2.6,2.0,5.0,2.33,2025-09-13,3.037531183193787,1.7798181109520783,2,3.307142857142857,3.9
0.0,7.0,28.7,0.909,0.072,1.0,39089,3.83,1.0,11.0,3.7,2025-09-14,2.99752,1.0624303162019018,1,3.407142857142857,2.6
2.0,5.0,33.8,1.281,0.113,1.0,67568,4.0,1.0,10.0,3.68,2025-09-14,2.937517715389649,1.3573842497678648,3,3.4200000000000004,3.83
5.0,6.0,34.4,0.908,0.166,0.0,99130,3.87,1.0,5.0,2.97,2025-09-14,3.09652277694896,1.8516492899382662,1,3.424285714285714,4.0
2.0,6.0,37.3,0.964,0.179,2.0,135302,3.67,1.0,8.0,2.39,2025-09-14,2.8745017071655603,1.4555825032219576,3,3.4957142857142856,3.87
2.0,3.0,23.5,1.411,0.122,1.0,119662,3.65,1.0,2.0,2.57,2025-09-15,3.013513887499976,1.003217313282493,1,3.6457142857142855,3.67
1.0,7.0,26.4,1.176,0.193,1.0,70628,3.0,3.0,8.0,3.67,2025-09-15,3.1117428131408658,1.9889481724246507,1,3.517142857142857,3.65
2.0,3.0,36.2,1.7,0.094,1.0,93854,3.44,3.0,6.0,2.96,2025-09-16,2.8745017071655603,0.5969794130873478,2,3.6371428571428575,3.0
3.0,2.0,30.6,0.851,0.08,2.0,115349,3.99,2.0,4.0,2.59,2025-09-16,2.9550344537328104,1.8715825461311473,3,3.66,3.44
4.0,5.0,23.7,1.081,0.08,0.0,93052,4.08,1.0,2.0,3.2,2025-09-16,3.0115077099347927,1.400918441614185,1,3.6714285714285713,3.99
4.0,7.0,27.5,0.897,0.188,1.0,132753,3.09,2.0,12.0,2.25,2025-09-16,3.0280315598013106,1.2640889600193932,2,3.56,4.08
1.0,3.0,27.9,1.087,0.079,0.0,46316,3.61,2.0,12.0,3.99,2025-09-17,3.10689643256313,0.5483252460049762,1,3.551428571428571,3.09
1.0,7.0,33.2,1.165,0.169,0.0,71690,3.88,1.0,10.0,3.18,2025-09-17,2.9637103005195686,0.618421867770892,2,3.584285714285714,3.61
5.0,2.0,36.1,1.033,0.078,0.0,40522,4.09,0.0,7.0,4.39,2025-09-17,3.2014768663798443,1.6160951824907845,1,3.74,3.88
5.0,3.0,24.6,1.162,0.148,1.0,69560,3.84,3.0,6.0,3.56,2025-09-17,3.044509155857308,1.693320411488834,1,3.7971428571428567,4.09
2.0,0.0,18.8,1.144,0.126,2.0,100981,3.72,1.0,4.0,2.83,2025-09-17,3.087997768086914,0.8841081555411303,1,3.758571428571429,3.84
2.0,3.0,16.3,1.184,0.06,1.0,33824,3.61,1.0,5.0,4.4,2025-09-18,3.0280315598013106,1.9928959719936021,3,3.6914285714285713,3.72
2.0,5.0,23.3,1.174,0.054,0.0,104049,3.08,1.0,8.0,3.25,2025-09-18,3.0280315598013106,1.8793387719887935,3,3.69,3.61
0.0,5.0,21.2,1.481,0.197,1.0,86525,4.08,3.0,12.0,3.39,2025-09-19,3.10689643256313,1.7463647257658481,2,3.757142857142857,3.08
1.0,1.0,19.4,1.566,0.083,1.0,48091,4.04,0.0,11.0,3.55,2025-09-19,3.046009221581059,1.7776120612214084,1,3.78,4.08
4.0,1.0,30.5,1.712,0.079,2.0,62637,3.73,3.0,6.0,3.45,2025-09-21,3.013266410547321,0.8024319628375637,2,3.728571428571428,4.04
5.0,0.0,33.2,1.481,0.181,0.0,105602,4.02,3.0,8.0,2.77,2025-09-22,2.9550344537328104,1.7713941984761628,3,3.754285714285714,3.73
5.0,1.0,32.8,1.121,0.127,1.0,45216,2.82,0.0,7.66,4.01,2025-09-22,3.012852579287133,1.2098791401496731,3,3.625714285714285,4.02
0.0,3.0,20.7,1.66,0.11,2.0,135381,2.88,2.0,5.0,2.2,2025-09-22,3.0025806634131804,1.366199624546803,1,3.521428571428572,2.82
1.0,5.0,35.2,1.028,0.194,2.0,49848,3.59,3.0,11.0,3.73,2025-09-23,3.2014768663798443,0.9006598252178455,3,3.5942857142857143,2.88
1.0,0.0,17.4,1.404,0.119,0.0,70141,3.63,2.0,11.0,3.45,2025-09-23,2.99752,0.8502458879904793,3,3.53,3.59
1.0,0.0,26.4,1.405,0.066,0.0,132064,3.12,0.0,6.0,2.28,2025-09-23,3.011032233730564,1.9035110252233247,3,3.398571428571429,3.63
1.0,3.0,25.7,1.524,0.098,1.0,34447,3.37,3.0,8.0,4.11,2025-09-23,3.0820983132609805,0.9575993090487926,2,3.347142857142857,3.12
2.0,1.0,38.1,1.312,0.168,2.0,137885,3.08,3.0,5.0,2.14,2025-09-23,3.022295187311776,1.5804321766643228,2,3.212857142857142,3.37
2.0,7.0,32.6,1.16,0.16,0.0,151272,2.57,3.0,4.0,1.78,2025-09-25,3.0648188372108853,0.7121329967031078,2,3.177142857142857,3.08
4.0,4.0,35.2,1.295,0.117,1.0,137079,3.1,0.0,8.0,2.22,2025-09-25,3.1466564880282992,0.9681238377923251,3,3.2085714285714286,2.57
0.0,3.0,17.6,1.352,0.155,0.0,50474,2.79,1.0,4.0,3.67,2025-09-26,3.07952790794112,0.8857252319081893,1,3.0942857142857143,3.1
3.0,0.0,34.8,1.227,0.175,1.0,131422,3.19,3.0,10.0,2.35,2025-09-27,2.9937236900826454,1.9015499602282253,2,3.031428571428572,2.79
2.0,6.0,29.6,1.488,0.172,1.0,135473,2.96,2.0,3.0,2.22,2025-09-27,3.1466564880282992,0.7873377558360024,1,3.008571428571429,3.19
2.0,5.0,29.2,1.615,0.122,1.0,118851,2.98,3.0,10.0,2.96,2025-09-27,2.8745017071655603,1.646784541081825,3,2.9528571428571424,2.96
5.0,0.0,19.0,1.656,0.133,2.0,58798,3.19,2.0,8.0,3.81,2025-09-28,3.2014768663798443,1.7639617682771942,1,2.968571428571429,2.98
3.0,5.0,31.7,1.715,0.065,0.0,135613,2.97,1.0,12.0,2.39,2025-09-28,3.0962788541735726,1.259928425234163,1,3.025714285714286,3.19
0.0,3.0,19.2,1.485,0.106,1.0,122583,4.03,2.0,11.0,2.53,2025-09-28,3.2014768663798443,1.3132992768384892,3,3.1585714285714284,2.97
4.0,6.0,21.4,1.464,0.098,0.0,110228,3.9,0.0,9.0,2.99,2025-09-29,3.020723950915925,1.8672461197153343,3,3.317142857142857,4.03
5.0,3.0,20.3,1.253,0.154,2.0,131573,3.08,2.0,3.0,2.45,2025-09-29,3.022295187311776,1.5606445001169948,1,3.301428571428571,3.9
5.0,5.0,22.0,1.553,0.051,2.0,81702,3.36,0.0,2.0,3.3,2025-09-30,3.034301951522985,1.438688233160619,3,3.358571428571428,3.08
1.0,1.0,16.8,0.938,0.147,0.0,152664,3.76,3.0,9.0,2.27,2025-09-30,3.023203278153176,0.9686876961839047,1,3.47,3.36
2.0,1.0,33.8,0.883,0.132,2.0,91149,3.6,2.0,5.0,3.09,2025-09-30,2.99752,1.782973981513533,1,3.5285714285714285,3.76
2.0,2.0,38.5,1.108,0.064,1.0,126986,2.72,1.0,4.0,2.61,2025-09-30,3.087997768086914,1.5675353856712888,3,3.4928571428571438,3.6
4.0,5.0,30.8,0.906,0.05,2.0,151589,3.63,1.0,3.0,1.93,2025-10-01,3.0025806634131804,1.2899312203790936,3,3.435714285714286,2.72
3.0,7.0,17.3,1.074,0.127,0.0,137143,3.66,2.0,4.0,2.41,2025-10-01,2.9550344537328104,1.1267366057246049,1,3.401428571428572,3.63
5.0,0.0,35.4,1.001,0.118,0.0,136443,3.4,0.0,6.0,2.52,2025-10-01,3.023203278153176,1.0167237042050703,2,3.447142857142857,3.66
1.0,5.0,28.2,1.6,0.053,2.0,72822,3.61,1.0,8.0,3.34,2025-10-01,2.9937236900826454,1.2483722002409663,1,3.4828571428571427,3.4
2.0,7.0,36.2,1.552,0.118,0.0,125444,3.15,2.0,2.0,2.74,2025-10-02,3.041944162037055,1.4955869080547628,2,3.395714285714285,3.61
1.0,7.0,30.5,1.56,0.161,0.0,108386,3.0,3.0,6.03,2.93,2025-10-02,3.013513887499976,0.619550769188911,3,3.31,3.15
4.0,7.0,38.6,1.298,0.135,1.0,87482,3.39,3.0,3.0,3.07,2025-10-02,3.044509155857308,1.8017832265665854,3,3.405714285714286,3.0
0.0,3.0,28.0,1.403,0.099,0.0,136247,3.72,0.0,12.0,2.3,2025-10-03,2.8745017071655603,0.5418767212309346,1,3.4185714285714286,3.39
5.0,4.0,21.4,1.21,0.096,0.0,73036,3.3,2.0,7.0,3.54,2025-10-03,3.0582575898647795,1.242975382550735,2,3.367142857142857,3.72
0.0,2.0,29.6,0.938,0.06,2.0,56698,2.77,0.0,4.0,3.78,2025-10-04,3.0648188372108853,1.1155434838218496,2,3.277142857142857,3.3
0.0,7.0,30.6,1.387,0.095,2.0,48859,2.98,0.0,3.0,3.57,2025-10-04,3.09652277694896,1.7488901421273568,1,3.1871428571428573,2.77
2.0,6.0,19.8,1.6905,0.105,2.0,154836,3.12,3.0,4.0,1.81,2025-10-04,2.8745017071655603,1.7388872210671584,3,3.1828571428571424,2.98
2.0,6.0,25.3,0.906,0.164,1.0,47343,4.0,0.0,3.0,3.83,2025-10-05,3.012490712924881,0.8980992135442931,1,3.325714285714286,3.12
4.0,1.0,21.7,1.091,0.15,2.0,78315,3.35,2.0,7.0,3.29,2025-10-05,2.9550344537328104,1.8178453096521738,2,3.32,4.0
4.0,4.0,24.6,1.728,0.178,1.0,127635,3.85,0.0,7.0,2.5,2025-10-06,2.9937236900826454,1.650636001031832,3,3.3385714285714285,3.35
3.0,3.0,38.0,1.542,0.173,2.0,63716,4.09,3.0,8.11,3.69,2025-10-06,3.087997768086914,1.1834146463179958,1,3.4514285714285715,3.85
5.0,7.0,32.1,1.417,0.148,0.0,95670,2.9,3.0,5.0,2.81,2025-10-07,3.013513887499976,1.4721597587594861,1,3.47,4.09
5.0,4.0,38.0,1.115,0.191,0.0,131697,4.08,1.0,11.0,2.26,2025-10-07,3.023203278153176,0.8843174765741426,3,3.627142857142857,2.9
2.0,6.0,30.5,0.936,0.113,0.0,97334,3.3,2.0,7.49,3.07,2025-10-07,3.011032233730564,0.7146580594636023,2,3.652857142857143,4.08
1.0,1.0,16.0,1.074,0.1,2.0,144496,3.17,2.0,4.0,2.23,2025-10-07,2.937517715389649,1.3291614853968707,3,3.5342857142857147,3.3
0.0,3.0,27.8,0.967,0.14,2.0,144613,2.8,2.0,11.0,2.16,2025-10-08,3.020723950915925,0.554171248531345,3,3.455714285714285,3.17
4.0,7.0,31.2,1.63,0.153,0.0,98917,3.05,0.0,9.0,3.04,2025-10-08,3.013266410547321,0.7928999298230831,3,3.341428571428571,2.8
1.0,4.0,23.0,1.231,0.147,0.0,94169,3.22,0.0,7.0,3.11,2025-10-08,3.043530945336403,0.6286325143334628,1,3.217142857142857,3.05
4.0,5.0,18.9,1.121,0.053,0.0,64617,3.54,1.0,7.0,3.58,2025-10-09,3.1466564880282992,0.914727660975929,1,3.3085714285714287,3.22
2.0,1.0,16.4,1.508,0.162,2.0,100907,3.9,2.0,9.0,2.85,2025-10-09,3.043530945336403,0.5842640291652196,3,3.2828571428571425,3.54
1.0,4.0,27.2,1.554,0.071,0.0,107732,3.83,2.0,8.0,2.71,2025-10-09,3.087997768086914,0.9854948697106382,1,3.358571428571429,3.9
1.0,0.0,17.3,1.31,0.052,2.0,91325,2.65,3.0,6.65,3.12,2025-10-09,3.021062726997556,1.9741447100269487,1,3.2842857142857143,3.83
5.0,6.0,28.8,1.045,0.189,1.0,76978,3.71,0.0,12.0,3.42,2025-10-10,3.07952790794112,1.1175567245341258,1,3.414285714285714,2.65
4.0,4.0,26.0,1.116,0.103,2.0,101563,2.57,1.0,2.0,2.71,2025-10-10,2.9550344537328104,1.7460017242666437,1,3.345714285714286,3.71
3.0,7.0,34.2,1.54,0.156,2.0,106394,3.61,3.0,2.0,2.67,2025-10-11,3.034301951522985,1.637303280321424,2,3.4014285714285712,2.57
4.0,1.0,29.5,1.61,0.171,2.0,42269,2.65,1.0,8.0,4.18,2025-10-11,3.013513887499976,1.0295933320195547,2,3.274285714285714,3.61
5.0,4.0,26.6,1.082,0.068,0.0,74916,2.61,2.0,11.0,3.46,2025-10-12,3.0962788541735726,1.5743606163019015,3,3.09,2.65
4.0,7.0,27.4,1.65,0.115,2.0,88322,2.57,0.0,6.0,3.25,2025-10-13,3.041944162037055,0.8989397479095376,2,2.91,2.61
5.0,7.0,36.8,1.346,0.13,0.0,100119,3.63,0.0,9.0,2.99,2025-10-13,3.013513887499976,0.7533405491894113,1,3.0500000000000003,2.57
4.0,1.0,28.2,0.894,0.07,1.0,76865,2.7,3.0,10.0,3.37,2025-10-13,3.0154098177212205,1.4777216063885494,3,2.9057142857142857,3.63
4.0,7.0,32.5,1.159,0.077,0.0,142763,3.25,3.0,5.0,2.39,2025-10-14,2.9550344537328104,1.8175707729022403,1,3.0028571428571427,2.7
1.0,1.0,30.0,1.462,0.136,1.0,86687,4.04,2.0,5.0,3.22,2025-10-15,3.10689643256313,1.7568194444548286,3,3.064285714285714,3.25
4.0,0.0,30.9,1.413,0.088,2.0,94937,3.72,2.0,5.0,3.06,2025-10-15,3.10689643256313,1.4389220890121324,3,3.217142857142857,4.04
0.0,4.0,17.2,1.099,0.071,1.0,152682,3.51,3.0,10.0,1.85,2025-10-16,3.012852579287133,0.8228670978716769,2,3.345714285714286,3.72
1.0,6.0,20.4,1.058,0.068,1.0,134602,3.29,3.0,3.0,2.12,2025-10-16,3.07952790794112,0.7388666064248446,2,3.448571428571429,3.51
3.0,2.0,34.0,1.648,0.069,1.0,152498,3.74,2.0,5.0,1.87,2025-10-17,3.07952790794112,1.0497449878007177,3,3.4642857142857144,3.29
5.0,1.0,33.7,1.04,0.06,0.0,104105,2.67,1.0,10.0,2.91,2025-10-17,3.1120282297979407,1.6754169106789996,3,3.46,3.74
0.0,2.0,17.3,1.535,0.177,2.0,120285,3.53,1.0,4.0,2.46,2025-10-18,3.10689643256313,1.7301347473830442,2,3.5,2.67
3.0,0.0,16.0,1.21,0.154,2.0,139911,3.09,2.0,2.0,2.28,2025-10-18,3.1120282297979407,0.7500334136253319,1,3.3642857142857143,3.53
3.0,2.0,33.9,0.871,0.081,2.0,53875,3.81,2.0,4.0,3.62,2025-10-18,2.9637103005195686,1.1018554723488838,1,3.377142857142857,3.09
1.0,2.0,23.4,1.125,0.067,2.0,128912,3.7,1.0,7.0,2.33,2025-10-19,3.044509155857308,1.7953102264983947,3,3.404285714285714,3.81
3.0,4.0,16.7,1.308,0.088,0.0,53552,2.91,3.0,5.0,3.7,2025-10-19,3.087997768086914,0.9998839039869565,1,3.35,3.7
5.0,7.0,26.2,0.971,0.195,0.0,53358,2.89,0.0,2.0,4.17,2025-10-20,3.062259065444224,1.7277706287865942,3,3.228571428571428,2.91
4.0,4.0,17.6,1.29,0.191,2.0,73033,3.68,2.0,2.0,3.47,2025-10-20,3.0280315598013106,1.577906213494773,1,3.3728571428571428,2.89
2.0,6.0,37.4,1.692,0.1,0.0,141284,2.71,0.0,10.0,2.33,2025-10-20,2.8745017071655603,1.3700287379475866,3,3.255714285714286,3.68
3.0,1.0,31.6,1.631,0.189,0.0,100621,2.58,1.0,11.0,2.59,2025-10-20,2.9999795939529976,1.2818225898735935,2,3.182857142857143,2.71
5.0,3.0,21.7,1.178,0.199,2.0,65423,3.04,2.0,7.44,3.65,2025-10-21,3.0648188372108853,1.241163266236074,1,3.072857142857143,2.58
2.0,3.0,18.2,1.384,0.166,1.0,137485,2.61,0.0,10.0,2.32,2025-10-21,2.8482505569999232,0.7858531819007541,1,2.9171428571428573,3.04
1.0,5.0,21.8,1.45,0.122,0.0,136183,3.73,2.0,7.41,2.3,2025-10-23,2.941214429166024,1.5147688997052788,2,3.0342857142857147,2.61
4.0,3.0,38.1,0.924,0.056,2.0,49494,2.99,1.0,4.0,3.99,2025-10-23,3.043530945336403,0.8035327212769474,2,3.0485714285714285,3.73
2.0,4.0,22.9,1.65,0.118,1.0,153624,2.98,0.0,12.0,1.92,2025-10-24,3.046009221581059,0.5440170388722319,1,2.948571428571429,2.99
0.0,4.0,33.3,1.617,0.132,0.0,126151,3.71,0.0,8.06,2.7,2025-10-25,3.037531183193787,1.3243048998131635,3,3.091428571428572,2.98
2.0,5.0,28.1,1.463,0.088,0.0,132717,3.7,3.0,9.0,2.61,2025-10-25,3.022295187311776,1.7206252144427079,2,3.251428571428572,3.71
4.0,1.0,24.9,1.03,0.113,0.0,43410,3.52,1.0,10.0,3.88,2025-10-26,3.2014768663798443,0.6837244015313799,1,3.32,3.7
3.0,1.0,30.7,0.855,0.098,2.0,110872,3.04,1.0,3.0,2.66,2025-10-27,2.9937236900826454,1.5273978451262722,2,3.381428571428572,3.52
1.0,6.0,16.6,1.431,0.125,1.0,118786,3.33,3.0,12.0,2.94,2025-10-27,3.0280315598013106,1.3841719864427988,3,3.3242857142857143,3.04
2.0,1.0,15.8,0.943,0.068,0.0,81033,3.98,1.0,5.0,3.62,2025-10-27,3.10689643256313,1.9635007493363805,3,3.4657142857142857,3.33
0.0,1.0,18.9,1.159,0.096,2.0,88317,3.36,1.0,10.0,3.12,2025-10-27,2.99752,1.8530691670753932,2,3.52,3.98
2.0,6.0,28.0,1.61,0.088,1.0,160864,3.18,1.0,3.0,1.86,2025-10-27,2.8482505569999232,1.0536527682774193,2,3.4442857142857144,3.36
3.0,5.0,29.8,1.286,0.12,1.0,110936,2.92,0.0,2.0,2.67,2025-10-28,3.012852579287133,1.894732281694962,1,3.332857142857143,3.18
4.0,4.0,17.1,1.468,0.179,1.0,36441,3.41,2.0,12.0,3.79,2025-10-28,3.0280315598013106,0.5964740147468011,2,3.3171428571428576,2.92
4.0,4.0,28.2,1.1495,0.171,0.0,133496,2.86,3.0,8.0,2.21,2025-10-28,3.0831076548036767,1.197321748131414,2,3.291428571428572,3.41
4.0,3.0,26.3,1.241,0.167,0.0,131526,3.38,2.0,12.0,2.39,2025-10-28,3.0820983132609805,1.5545934099344472,1,3.2985714285714285,2.86
4.0,4.0,21.5,1.406,0.19,2.0,39094,3.88,2.0,7.0,3.82,2025-10-28,2.937517715389649,1.5040374654735318,3,3.2842857142857143,3.38
0.0,1.0,15.8,1.534,0.146,2.0,140949,3.91,1.0,9.0,2.13,2025-10-29,3.013266410547321,1.8977234906336435,2,3.3628571428571425,3.88
1.0,0.0,35.2,1.143,0.065,2.0,151538,3.8,1.0,7.0,2.05,2025-10-30,2.8745017071655603,1.9481261269711547,1,3.4514285714285715,3.91
2.0,5.0,22.8,1.709,0.136,2.0,91480,4.01,2.0,4.0,3.57,2025-10-30,3.046009221581059,1.9277223278728832,3,3.607142857142857,3.8
0.0,2.0,31.8,1.3715,0.183,2.0,115328,3.95,3.0,8.0,2.62,2025-10-30,3.1117428131408658,1.4541048560379457,3,3.684285714285714,4.01
1.0,3.0,37.8,1.708,0.155,2.0,136389,4.05,1.0,12.0,2.45,2025-10-30,3.016381209738393,1.5405276319854093,3,3.8542857142857136,3.95
5.0,2.0,20.5,1.464,0.183,2.0,61985,3.07,3.0,5.0,3.61,2025-10-31,3.1466564880282992,0.9429076522897275,2,3.81,4.05
3.0,0.0,20.8,1.119,0.063,1.0,94020,3.27,0.0,9.0,3.07,2025-10-31,3.046009221581059,0.9600029255222644,1,3.7228571428571433,3.07
4.0,0.0,24.0,1.003,0.073,0.0,71762,3.44,2.0,6.0,3.53,2025-10-31,2.9637103005195686,1.0422163851765365,3,3.6557142857142857,3.27
1.0,3.0,30.1,1.348,0.154,1.0,81084,3.06,2.0,3.0,3.23,2025-10-31,3.026463940914762,1.7196944142829085,1,3.5500000000000003,3.44
4.0,6.0,35.3,0.844,0.132,2.0,147529,3.38,0.0,2.0,2.09,2025-10-31,2.941214429166024,1.3899569985765488,1,3.4600000000000004,3.06
3.0,6.0,26.2,1.57,0.054,0.0,58483,3.48,0.0,10.0,3.82,2025-10-31,3.037531183193787,0.6648327138712535,2,3.392857142857143,3.38
1.0,6.0,17.3,1.222,0.184,1.0,114974,3.32,0.0,10.0,2.65,2025-11-01,2.941214429166024,1.3027081913441172,3,3.288571428571429,3.48
4.0,1.0,33.5,0.848,0.102,1.0,72802,3.44,2.0,10.0,3.49,2025-11-02,3.012490712924881,1.7559276772499135,1,3.341428571428572,3.32
3.0,6.0,29.4,1.29,0.175,1.0,132677,3.3,1.0,7.0,2.56,2025-11-03,3.013266410547321,1.1294497274275548,2,3.3457142857142856,3.44
2.0,7.0,21.0,0.903,0.19,2.0,83055,3.9,1.0,2.0,3.15,2025-11-03,3.034301951522985,1.0661464424136966,1,3.4114285714285715,3.3
1.0,6.0,18.1,0.871,0.082,2.0,67487,3.4,1.0,6.0,3.39,2025-11-04,3.013266410547321,1.4589153422191625,2,3.4600000000000004,3.9
