Alloy,Finish,Length_m,Weight_kg_per_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Aluminium,Chrome plated,33.2,1.532,Ramlist,0.06725281249383004,low,128844,2.81,medium,2.0,2.46,2025-05-06
Titanium,Chrome plated,26.3,0.873,Distansprofil,0.1323288241318391,low,90153,3.75,small,,3.14,2025-05-14
Brass,Hot-dip galvanized,22.4,1.6,Vinkellist,0.05642978474494446,high,144467,4.09,small,,2.18,2025-06-04
Lead,Blackening,36.6,1.401,Z-profil,0.10135612416208702,low,99659,3.79,micro,9.0,2.97,2025-09-05
Aluminium,Hot-dip galvanized,18.4,1.35,Pärlspont,0.14878453989557822,medium,104688,2.59,micro,2.0,2.88,2025-05-20
Copper,Wet painted,37.8,1.406,Skenprofil,0.10914874253489419,low,110908,3.5,micro,6.0,2.77,2025-11-14
Copper,Wet painted,23.0,1.625,Ändprofil,0.07435056659796137,low,108969,3.66,micro,4.0,2.81,2025-06-25
Iron,Powder coated,36.3,1.372,Droppnäsa,0.10106766662786404,low,47411,3.86,medium,3.0,3.9,2025-11-19
Brass,Hot-dip galvanized,29.7,1.366,Rörprofil,0.12805499157157976,medium,64612,2.64,medium,12.0,3.59,2025-06-23
Zinc,Plasma sprayed,34.9,1.74,Foglist,0.12237337105425887,low,56461,3.31,micro,,3.74,2025-03-15
Brass,Plasma sprayed,38.5,1.526,Skarvprofil,0.17140880478868153,medium,151220,3.4,large,8.0,2.06,2025-12-17
Lead,Powder coated,22.4,1.24,Vinkellist,0.15696695430366664,low,137123,2.82,micro,11.0,2.31,2025-05-23
Titanium,Blackening,38.0,1.482,Avvattningsprofil,0.12433164686329161,low,157314,3.06,large,8.0,1.95,2025-10-19
Copper,Plasma sprayed,24.7,1.192,Ändprofil,0.17965950846255258,low,99613,3.25,small,,2.97,2025-04-22
Titanium,Phosphated,24.6,1.046,Skarvprofil,0.061150673718061925,medium,82674,3.87,medium,10.0,3.27,2025-07-25
Titanium,Anodized,23.6,1.381,Rörprofil,0.08648429000424121,medium,56314,4.03,medium,6.0,3.74,2025-05-11
Titanium,Powder coated,28.3,1.683,Anslagslist,0.18135193409604256,low,112608,3.55,large,3.0,2.74,2025-04-20
Copper,Powder coated,19.3,1.683,Karmprofil,0.12195203238093505,high,78689,3.18,micro,4.0,3.34,2025-03-08
Tin,Electroplated,28.5,1.149,Baslister,0.2,medium,142463,2.95,medium,,2.21,2025-03-27
Nickel,Polished,28.3,1.318,Fönsterbleck,0.11443489140697935,medium,50461,4.11,large,6.0,3.84,2025-10-02
Lead,Polished,33.4,1.03,Doldbeslag,0.16357349821115116,low,140100,4.11,small,,2.26,2025-08-15
Tin,Phosphated,35.0,1.744,Fönsterbleck,0.10527908854282272,high,39790,4.02,small,8.0,4.03,2025-11-21
Lead,Hot-dip galvanized,25.9,1.731,Karmprofil,0.117203280766855,low,151847,3.8,medium,6.0,2.05,2025-01-10
Aluminium,Wet painted,22.7,1.429,Skarvprofil,0.11301766176317447,medium,139497,3.07,micro,6.0,2.27,2025-12-21
Brass,Wet painted,21.7,1.57,Kilspår,0.15218643266588322,medium,56802,3.85,large,7.0,3.73,2025-10-15
Brass,Brushed,20.2,1.489,Fönsterbleck,0.12891389976475784,medium,68057,3.2,medium,8.0,3.53,2025-04-22
Steel,Phosphated,17.1,1.377,Kopplingsprofil,0.19129268854254594,low,73411,3.07,small,11.0,3.44,2025-01-24
Brass,Powder coated,23.7,0.886,H-profil,0.09450718054994188,high,130573,3.73,micro,11.0,2.43,2025-10-18
Copper,Phosphated,22.0,1.251,F-profil,0.06916524525427623,high,115545,2.68,large,9.0,2.69,2025-12-05
Zinc,Phosphated,38.1,1.452,Doldbeslag,0.11870638492625207,medium,90945,2.63,medium,10.0,3.13,2025-11-22
Iron,Phosphated,28.6,1.454,Fönsterbleck,0.15540564855748534,high,142518,3.26,large,12.0,2.21,2025-06-17
Steel,Polished,23.8,1.177,Pärlspont,0.18800755420671864,high,91355,3.26,micro,5.0,3.12,2025-04-19
Iron,Phosphated,29.2,1.695,Avvattningsprofil,0.10052266921373855,medium,152115,3.97,micro,6.0,2.04,2025-07-09
Lead,Blackening,18.9,0.99,Korsprofil,0.13492634981288196,medium,41298,2.75,small,6.0,4.0,2025-12-21
Iron,Anodized,26.0,1.293,Täckprofil,0.08836360938348863,medium,61206,2.75,micro,9.0,3.65,2025-07-15
Iron,Wet painted,30.2,1.466,Isolerprofil,0.1410752733360245,medium,133326,2.78,medium,10.0,2.38,2025-02-02
Steel,Brushed,27.0,1.472,H-profil,0.18521444830146794,low,102492,2.6,large,8.0,2.92,2025-07-24
Aluminium,Anodized,25.0,1.428,Doldbeslag,0.08223713105438105,medium,82777,2.66,micro,6.0,3.27,2025-11-08
Titanium,Brushed,38.7,1.088,Kilspår,0.10692994238282258,medium,69201,3.6,micro,4.0,3.51,2025-07-01
Brass,Electroplated,36.1,0.98,Fönsterbåge,0.18669456559392236,medium,123571,3.24,medium,2.0,2.55,2025-05-27
Brass,Brushed,30.2,1.416,Ytterram,0.17603337422942006,medium,84321,3.76,large,12.0,3.24,2025-09-25
Copper,Wet painted,28.9,1.383,Droppnäsa,0.13342428498892503,medium,61392,4.13,large,10.0,3.65,2025-01-11
Steel,Wet painted,30.1,1.001,Glasningslist,0.13338202354653064,low,33542,3.6,small,6.0,4.14,2025-03-11
Copper,Phosphated,20.4,1.479,Skarvprofil,0.10103279382980063,low,139143,2.63,small,10.0,2.27,2025-09-13
Zinc,Chrome plated,24.9,1.252,Skenprofil,0.11180059463619904,medium,34131,2.72,large,11.0,4.13,2025-08-07
Zinc,Electroplated,16.6,1.445,J-profil,0.17763563972412047,low,83021,3.95,medium,5.0,3.27,2025-10-24
Copper,Blackening,26.7,1.6,Skarvprofil,0.14883986103240276,high,60811,3.39,medium,6.0,3.66,2025-12-28
Steel,Powder coated,28.3,0.992,Korsprofil,0.09418331402383831,medium,105082,3.86,small,5.0,2.88,2025-09-16
Copper,Plasma sprayed,21.0,0.855,Anslagslist,0.07356624321358168,low,129303,3.91,micro,3.0,2.45,2025-01-03
Brass,Brushed,38.0,1.547,Kilspår,0.09362957995393481,low,50602,4.03,medium,2.0,3.84,2025-03-25
Tin,Chrome plated,36.8,1.393,Glashållare,0.072222539742804,low,87868,4.06,micro,9.0,3.18,2025-06-05
Nickel,Phosphated,32.4,1.474,Doldbeslag,0.07121121850788005,low,35532,3.43,medium,5.0,4.11,2025-05-31
Iron,Polished,28.1,1.601,Isolerprofil,0.11148761145061911,medium,134362,3.09,large,6.0,2.36,2025-06-25
Nickel,Powder coated,35.9,1.568,Skarvprofil,0.06905867090999461,low,136601,4.08,small,7.0,2.32,2025-07-14
Steel,Hot-dip galvanized,18.7,1.712,Stödprofil,0.07509521322683006,high,83807,3.42,micro,9.0,3.25,2025-04-17
Nickel,Chrome plated,34.0,1.325,Foglist,0.13234947614187226,low,156577,2.65,micro,12.0,1.97,2025-05-14
Zinc,Polished,18.6,1.282,H-profil,0.08166298884218366,low,108808,3.57,large,9.0,2.81,2025-10-03
Lead,Electroplated,34.1,1.203,Ramlist,0.06888663015187803,medium,145972,3.48,medium,8.0,2.15,2025-12-18
Iron,Phosphated,22.1,0.977,Clipsprofil,0.10059817648798743,low,132428,3.97,micro,5.0,2.39,2025-06-04
Titanium,Powder coated,36.0,1.359,Glashållare,0.07279591799765804,medium,42983,3.59,medium,7.0,3.97,2025-10-04
Steel,Powder coated,37.6,5.173416,Dekorlist,0.13676300627595422,high,55964,3.1,large,5.0,3.74,2025-08-24
Iron,Powder coated,19.2,1.676,Ytterram,0.07040557885528602,medium,134664,4.09,small,8.0,2.35,2025-08-28
Nickel,Electroplated,26.4,1.368,Clipsprofil,0.15384997616811846,high,152312,3.82,micro,12.0,2.04,2025-01-13
Zinc,Brushed,38.4,1.377,Rörprofil,0.17903482569094364,low,65472,3.55,medium,2.0,3.58,2025-12-08
Aluminium,Hot-dip galvanized,26.9,1.16,Fönsterbåge,0.1528266652949521,high,115941,3.02,micro,6.0,2.68,2025-02-04
Tin,Blackening,35.7,0.885,Doldbeslag,0.14304634170076527,medium,96640,3.14,medium,11.0,3.03,2025-02-16
Titanium,Electroplated,29.4,0.866,U-profil,0.15696639161686857,low,119536,3.62,medium,11.0,2.62,2025-08-02
Tin,Plasma sprayed,24.4,1.223,Isolerprofil,0.15269627250335274,low,43317,2.66,medium,5.0,3.97,2025-05-26
Iron,Hot-dip galvanized,22.3,0.914,Glasningslist,0.05487484299024359,medium,68913,2.96,large,12.0,3.52,2025-06-08
Zinc,Wet painted,20.4,1.39,Skarvprofil,0.10982678300020109,low,118430,3.69,small,8.0,2.64,2025-05-05
Zinc,Phosphated,33.4,1.64,Ramlist,0.17691023837922595,medium,109220,3.31,micro,10.0,2.8,2025-04-20
Nickel,Electroplated,24.7,1.641,Distansprofil,0.1102097533387417,medium,62648,3.19,small,6.0,3.63,2025-02-06
Brass,Polished,27.6,1.437,Innerbåge,0.05,medium,48748,2.79,medium,5.0,3.87,2025-10-04
Nickel,Hot-dip galvanized,27.1,1.03,J-profil,0.16031933187686076,high,41791,3.25,medium,10.0,4.0,2025-01-14
Brass,Plasma sprayed,29.1,1.623,Distansprofil,0.16710873623611952,medium,110948,3.78,small,6.0,2.77,2025-12-13
Brass,Wet painted,35.8,1.644,Glashållare,0.08095784329082253,low,153370,2.97,small,10.0,2.02,2025-08-20
Titanium,Brushed,38.4,1.016,Z-profil,0.1381726554035535,high,128857,2.56,micro,,2.46,2025-11-12
Nickel,Polished,25.2,1.509,U-profil,0.08533947523399817,low,91059,3.61,medium,5.0,3.12,2025-05-04
Aluminium,Hot-dip galvanized,34.9,1.098,Glaskil,0.16046715668035266,high,76853,4.1,small,12.0,3.38,2025-10-06
Copper,Phosphated,33.4,1.568,Isolerprofil,0.09236164941069336,high,33268,3.51,large,12.0,4.15,2025-04-21
Copper,Polished,29.0,1.745,H-profil,0.10392103194601258,high,32668,2.74,medium,8.0,4.16,2025-05-04
Nickel,Wet painted,37.9,0.865,Glasningslist,0.16802460353617835,high,106260,3.06,medium,6.0,2.86,2025-01-30
Nickel,Polished,20.4,1.655,Mittpost,0.12491216912733825,low,67310,3.93,micro,11.0,3.54,2025-04-25
Tin,Anodized,18.3,1.404,Isolerprofil,0.16031943369454596,medium,86454,2.92,large,5.0,3.21,2025-03-31
Titanium,Blackening,35.5,1.724,Distansprofil,0.11704545277183442,low,68151,3.52,micro,6.0,3.53,2025-07-31
Nickel,Chrome plated,25.9,1.261,Fönsterbåge,0.09827780914852381,medium,155061,3.19,large,6.0,1.99,2025-02-07
Tin,Brushed,35.3,1.609,Ventilationslister,0.14302850280304027,low,57796,2.88,micro,12.0,3.71,2025-03-24
Brass,Wet painted,36.4,0.894,Hakprofilslist,0.06852793661245066,high,155868,3.84,large,10.0,1.98,2025-01-27
Zinc,Blackening,17.2,1.143,Baslister,0.11235014431988756,high,159452,3.73,large,10.0,1.91,2025-08-05
Zinc,Blackening,36.2,0.898,Kopplingsprofil,0.09006386412436448,medium,63236,3.6,large,7.0,3.62,2025-12-26
Brass,Polished,26.1,1.726,J-profil,0.1564491188210846,medium,111158,2.93,small,5.0,2.77,2025-08-03
Steel,Chrome plated,27.5,1.581,Karmprofil,0.2,low,99305,2.71,medium,3.0,2.98,2025-08-09
Tin,Blackening,30.2,1.614,Bottenlist,0.19146512770464907,medium,69793,3.47,large,4.0,3.5,2025-01-15
Tin,Chrome plated,37.2,1.692,Doldbeslag,0.12165427952429306,low,102095,3.43,small,3.0,2.93,2025-09-16
Brass,Polished,16.2,0.915,Fönsterbåge,0.09177906356480733,medium,68690,2.85,small,6.0,3.52,2025-09-23
Aluminium,Phosphated,26.8,1.188,U-profil,0.12233191497427552,medium,42592,2.64,micro,7.0,3.98,2025-04-30
Lead,Anodized,31.6,0.902,Kopplingsprofil,0.19335965159998636,medium,124677,2.68,medium,12.0,2.53,2025-05-08
